No,criterion,max_depth,min_samples_split,min_samples_leaf,ccp_alpha,class_weight,Cross-Val,Acc
3155,entropy,6.0,5,5,0.001,,Stratified K-Fold (10),0.811
3156,entropy,6.0,5,5,0.001,balanced,K-Fold (5),0.813
3156,entropy,6.0,5,5,0.001,balanced,Stratified K-Fold (5),0.858
3156,entropy,6.0,5,5,0.001,balanced,Leave-One-Out,0.632
3156,entropy,6.0,5,5,0.001,balanced,K-Fold (10),0.805
3156,entropy,6.0,5,5,0.001,balanced,Stratified K-Fold (10),0.811
3157,entropy,6.0,5,5,0.01,,K-Fold (5),0.832
3157,entropy,6.0,5,5,0.01,,Stratified K-Fold (5),0.858
3157,entropy,6.0,5,5,0.01,,Leave-One-Out,0.632
3157,entropy,6.0,5,5,0.01,,K-Fold (10),0.8
3157,entropy,6.0,5,5,0.01,,Stratified K-Fold (10),0.811
3158,entropy,6.0,5,5,0.01,balanced,K-Fold (5),0.813
3158,entropy,6.0,5,5,0.01,balanced,Stratified K-Fold (5),0.858
3158,entropy,6.0,5,5,0.01,balanced,Leave-One-Out,0.632
3158,entropy,6.0,5,5,0.01,balanced,K-Fold (10),0.805
3158,entropy,6.0,5,5,0.01,balanced,Stratified K-Fold (10),0.811
3159,entropy,6.0,5,5,0.1,,K-Fold (5),0.487
3159,entropy,6.0,5,5,0.1,,Stratified K-Fold (5),0.539
3159,entropy,6.0,5,5,0.1,,Leave-One-Out,0.0
3159,entropy,6.0,5,5,0.1,,K-Fold (10),0.489
3159,entropy,6.0,5,5,0.1,,Stratified K-Fold (10),0.526
3160,entropy,6.0,5,5,0.1,balanced,K-Fold (5),0.566
3160,entropy,6.0,5,5,0.1,balanced,Stratified K-Fold (5),0.539
3160,entropy,6.0,5,5,0.1,balanced,Leave-One-Out,0.0
3160,entropy,6.0,5,5,0.1,balanced,K-Fold (10),0.516
3160,entropy,6.0,5,5,0.1,balanced,Stratified K-Fold (10),0.526
3161,entropy,6.0,10,1,0.0,,K-Fold (5),0.832
3161,entropy,6.0,10,1,0.0,,Stratified K-Fold (5),0.863
3161,entropy,6.0,10,1,0.0,,Leave-One-Out,0.632
3161,entropy,6.0,10,1,0.0,,K-Fold (10),0.8
3161,entropy,6.0,10,1,0.0,,Stratified K-Fold (10),0.811
3162,entropy,6.0,10,1,0.0,balanced,K-Fold (5),0.813
3162,entropy,6.0,10,1,0.0,balanced,Stratified K-Fold (5),0.863
3162,entropy,6.0,10,1,0.0,balanced,Leave-One-Out,0.632
3162,entropy,6.0,10,1,0.0,balanced,K-Fold (10),0.805
3162,entropy,6.0,10,1,0.0,balanced,Stratified K-Fold (10),0.811
3163,entropy,6.0,10,1,0.001,,K-Fold (5),0.832
3163,entropy,6.0,10,1,0.001,,Stratified K-Fold (5),0.863
3163,entropy,6.0,10,1,0.001,,Leave-One-Out,0.632
3163,entropy,6.0,10,1,0.001,,K-Fold (10),0.8
3163,entropy,6.0,10,1,0.001,,Stratified K-Fold (10),0.811
3164,entropy,6.0,10,1,0.001,balanced,K-Fold (5),0.813
3164,entropy,6.0,10,1,0.001,balanced,Stratified K-Fold (5),0.863
3164,entropy,6.0,10,1,0.001,balanced,Leave-One-Out,0.632
3164,entropy,6.0,10,1,0.001,balanced,K-Fold (10),0.805
3164,entropy,6.0,10,1,0.001,balanced,Stratified K-Fold (10),0.811
3165,entropy,6.0,10,1,0.01,,K-Fold (5),0.832
3165,entropy,6.0,10,1,0.01,,Stratified K-Fold (5),0.863
3165,entropy,6.0,10,1,0.01,,Leave-One-Out,0.632
3165,entropy,6.0,10,1,0.01,,K-Fold (10),0.8
3165,entropy,6.0,10,1,0.01,,Stratified K-Fold (10),0.811
3166,entropy,6.0,10,1,0.01,balanced,K-Fold (5),0.813
3166,entropy,6.0,10,1,0.01,balanced,Stratified K-Fold (5),0.863
3166,entropy,6.0,10,1,0.01,balanced,Leave-One-Out,0.632
3166,entropy,6.0,10,1,0.01,balanced,K-Fold (10),0.805
3166,entropy,6.0,10,1,0.01,balanced,Stratified K-Fold (10),0.811
3167,entropy,6.0,10,1,0.1,,K-Fold (5),0.487
3167,entropy,6.0,10,1,0.1,,Stratified K-Fold (5),0.539
3167,entropy,6.0,10,1,0.1,,Leave-One-Out,0.0
3167,entropy,6.0,10,1,0.1,,K-Fold (10),0.489
3167,entropy,6.0,10,1,0.1,,Stratified K-Fold (10),0.526
3168,entropy,6.0,10,1,0.1,balanced,K-Fold (5),0.566
3168,entropy,6.0,10,1,0.1,balanced,Stratified K-Fold (5),0.539
3168,entropy,6.0,10,1,0.1,balanced,Leave-One-Out,0.0
3168,entropy,6.0,10,1,0.1,balanced,K-Fold (10),0.516
3168,entropy,6.0,10,1,0.1,balanced,Stratified K-Fold (10),0.526
3169,entropy,6.0,10,2,0.0,,K-Fold (5),0.832
3169,entropy,6.0,10,2,0.0,,Stratified K-Fold (5),0.863
3169,entropy,6.0,10,2,0.0,,Leave-One-Out,0.632
3169,entropy,6.0,10,2,0.0,,K-Fold (10),0.8
3169,entropy,6.0,10,2,0.0,,Stratified K-Fold (10),0.811
3170,entropy,6.0,10,2,0.0,balanced,K-Fold (5),0.813
3170,entropy,6.0,10,2,0.0,balanced,Stratified K-Fold (5),0.863
3170,entropy,6.0,10,2,0.0,balanced,Leave-One-Out,0.632
3170,entropy,6.0,10,2,0.0,balanced,K-Fold (10),0.805
3170,entropy,6.0,10,2,0.0,balanced,Stratified K-Fold (10),0.811
3171,entropy,6.0,10,2,0.001,,K-Fold (5),0.832
3171,entropy,6.0,10,2,0.001,,Stratified K-Fold (5),0.863
3171,entropy,6.0,10,2,0.001,,Leave-One-Out,0.632
3171,entropy,6.0,10,2,0.001,,K-Fold (10),0.8
3171,entropy,6.0,10,2,0.001,,Stratified K-Fold (10),0.811
3172,entropy,6.0,10,2,0.001,balanced,K-Fold (5),0.813
3172,entropy,6.0,10,2,0.001,balanced,Stratified K-Fold (5),0.863
3172,entropy,6.0,10,2,0.001,balanced,Leave-One-Out,0.632
3172,entropy,6.0,10,2,0.001,balanced,K-Fold (10),0.805
3172,entropy,6.0,10,2,0.001,balanced,Stratified K-Fold (10),0.811
3173,entropy,6.0,10,2,0.01,,K-Fold (5),0.832
3173,entropy,6.0,10,2,0.01,,Stratified K-Fold (5),0.863
3173,entropy,6.0,10,2,0.01,,Leave-One-Out,0.632
3173,entropy,6.0,10,2,0.01,,K-Fold (10),0.8
3173,entropy,6.0,10,2,0.01,,Stratified K-Fold (10),0.811
3174,entropy,6.0,10,2,0.01,balanced,K-Fold (5),0.813
3174,entropy,6.0,10,2,0.01,balanced,Stratified K-Fold (5),0.863
3174,entropy,6.0,10,2,0.01,balanced,Leave-One-Out,0.632
